Date,CashIn,CashOut
2016-04-29,34090.0,37260.0
2016-04-30,25350.0,21620.0
2016-05-01,12160.0,9600.0
2016-05-02,66650.0,19390.0
2016-05-03,34530.0,19860.0
2016-05-04,29370.0,26970.0
2016-05-05,26910.0,26150.0
2016-05-06,28730.0,31890.0
2016-05-07,37590.0,58370.0
2016-05-08,21220.0,15970.0
2016-05-09,50280.0,45770.0
2016-05-10,7290.0,25410.0
2016-05-11,35430.0,25980.0
2016-05-12,21430.0,36450.0
2016-05-13,27010.0,17560.0
2016-05-14,23700.0,16240.0
2016-05-15,25600.0,31220.0
2016-05-16,36700.0,48250.0
2016-05-17,57340.0,46840.0
2016-05-18,36510.0,24390.0
2016-05-19,23880.0,21390.0
2016-05-20,47440.0,29950.0
2016-05-21,39450.0,43150.0
2016-05-22,22150.0,11260.0
2016-05-23,64830.0,17320.0
2016-05-24,65510.0,15220.0
2016-05-25,20240.0,22910.0
2016-05-26,21250.0,19150.0
2016-05-27,27780.0,28460.0
2016-05-28,16310.0,18740.0
2016-05-29,10960.0,10550.0
2016-05-30,76640.0,34620.0
2016-05-31,22170.0,18350.0
2016-06-01,58400.0,37070.0
2016-06-02,40230.0,28070.0
2016-06-03,41436.666666666664,24030.0
2016-06-04,13000.0,24320.0
2016-06-05,15210.0,12620.0
2016-06-06,58840.0,50240.0
2016-06-07,67590.0,86100.0
2016-06-08,43080.0,47690.0
2016-06-09,17100.0,26370.0
2016-06-10,23940.0,20040.0
2016-06-11,26610.0,43530.0
2016-06-12,25040.0,14600.0
2016-06-13,26330.0,35980.0
2016-06-14,54090.0,42130.0
2016-06-15,14340.0,59060.0
2016-06-16,62600.0,33120.0
2016-06-17,64720.0,12720.0
2016-06-18,45290.0,4900.0
2016-06-19,24660.0,28690.0
2016-06-20,37950.0,43250.0
2016-06-21,21410.0,17930.0
2016-06-22,21370.0,21740.0
2016-06-23,13200.0,22390.0
2016-06-24,35650.0,21670.0
2016-06-25,44750.0,34060.0
2016-06-26,26900.0,18470.0
2016-06-27,48400.0,25290.0
2016-06-28,66680.0,30910.0
2016-06-29,19500.0,18730.0
2016-06-30,59610.0,49090.0
2016-07-01,35920.0,50960.0
2016-07-02,85830.0,19940.0
2016-07-03,15050.0,6410.0
2016-07-04,42930.0,65900.0
2016-07-05,4780.0,9740.0
2016-07-06,7200.0,9730.0
2016-07-07,5660.0,11550.0
2016-07-08,49890.0,17340.0
2016-07-09,8870.0,12940.0
2016-07-10,7630.0,14790.0
2016-07-11,65910.0,48580.0
2016-07-12,21190.0,34330.0
2016-07-13,39590.0,30490.0
2016-07-14,20910.0,22220.0
2016-07-15,26450.0,76120.0
2016-07-16,22490.0,55530.0
2016-07-17,17620.0,6270.0
2016-07-18,51740.0,40380.0
2016-07-19,63510.0,37010.0
2016-07-20,31040.0,26460.0
2016-07-21,46990.0,31910.0
2016-07-22,35620.0,40880.0
2016-07-23,46900.0,33560.0
2016-07-24,1750.0,12610.0
2016-07-25,53526.666666666664,7120.0
2016-07-26,700.0,4460.0
2016-07-27,25943.333333333332,7910.0
2016-07-28,440.0,11500.0
2016-07-29,2750.0,7780.0
2016-07-30,34570.0,7120.0
2016-07-31,15600.0,12300.0
2016-08-01,69870.0,38270.0
2016-08-02,42550.0,26540.0
2016-08-03,73710.0,0.0
2016-08-04,66320.0,43200.0
2016-08-05,36950.0,45690.0
2016-08-06,36180.0,62740.0
2016-08-07,11780.0,21550.0
2016-08-08,45350.0,33350.0
2016-08-09,75000.0,47280.0
2016-08-10,52970.0,33830.0
2016-08-11,45860.0,23090.0
2016-08-12,32040.0,32320.0
2016-08-13,47280.0,34500.0
2016-08-14,14420.0,12830.0
2016-08-15,33550.0,54490.0
2016-08-16,68490.0,39380.0
2016-08-17,54660.0,13270.0
2016-08-18,35460.0,25800.0
2016-08-19,41160.0,32360.0
2016-08-20,25990.0,33320.0
2016-08-21,15960.0,10630.0
2016-08-22,40200.0,33560.0
2016-08-23,52520.0,26040.0
2016-08-24,36150.0,18070.0
2016-08-25,29560.0,20010.0
2016-08-26,57740.0,24220.0
2016-08-27,21820.0,34610.0
2016-08-28,6190.0,13320.0
2016-08-29,21950.0,20510.0
2016-08-30,31800.0,16830.0
2016-08-31,44610.0,14460.0
2016-09-01,19080.0,22690.0
2016-09-02,1320.0,4960.0
2016-09-03,6260.0,14500.0
2016-09-04,3440.0,10760.0
2016-09-05,25230.0,48070.0
2016-09-06,5540.0,39970.0
2016-09-07,28810.0,47120.0
2016-09-08,1870.0,16080.0
2016-09-09,4000.0,29160.0
2016-09-10,550.0,43140.0
2016-09-11,5480.0,12960.0
2016-09-12,1000.0,15620.0
2016-09-13,3850.0,9590.0
2016-09-14,1060.0,7750.0
2016-09-15,4390.0,19520.0
2016-09-16,11470.0,20200.0
2016-09-17,5080.0,10840.0
2016-09-18,2520.0,16300.0
2016-09-19,11620.0,35700.0
2016-09-20,12690.0,14530.0
2016-09-21,29510.0,12660.0
2016-09-22,26190.0,21440.0
2016-09-23,14540.0,15630.0
2016-09-24,4480.0,25270.0
2016-09-25,10480.0,8490.0
2016-09-26,8280.0,22610.0
2016-09-27,7360.0,21363.333333333332
2016-09-28,19793.333333333332,22510.0
2016-09-29,12882.5,19932.5
2016-09-30,7832.5,17487.5
2016-10-01,40620.0,36235.0
2016-10-02,21530.0,16493.333333333332
2016-10-03,55390.0,26006.666666666668
2016-10-04,35396.666666666664,20296.666666666668
2016-10-05,21816.666666666668,18850.0
2016-10-06,30490.0,20723.333333333332
2016-10-07,28570.0,18833.333333333332
2016-10-08,40620.0,36235.0
2016-10-09,21530.0,16493.333333333332
2016-10-10,55390.0,26006.666666666668
2016-10-11,39640.0,12380.0
2016-10-12,31730.0,18080.0
2016-10-13,31370.0,18040.0
2016-10-14,17510.0,20060.0
2016-10-15,29760.0,50640.0
2016-10-16,21360.0,35950.0
2016-10-17,74410.0,27430.0
2016-10-18,33370.0,34640.0
2016-10-19,15990.0,22320.0
2016-10-20,32230.0,20070.0
2016-10-21,43270.0,22010.0
2016-10-22,51480.0,21830.0
2016-10-23,36240.0,6320.0
2016-10-24,37610.0,23390.0
2016-10-25,33180.0,13870.0
2016-10-26,17730.0,16150.0
2016-10-27,27870.0,24060.0
2016-10-28,24930.0,14430.0
2016-10-29,40620.0,36235.0
2016-10-30,6990.0,7210.0
2016-10-31,54150.0,27200.0
2016-11-01,23890.0,24560.0
2016-11-02,31860.0,30570.0
2016-11-03,27890.0,21350.0
2016-11-04,58770.0,37680.0
2016-11-05,19390.0,58310.0
2016-11-06,12000.0,28360.0
2016-11-07,52780.0,53950.0
2016-11-08,55420.0,55310.0
2016-11-09,43770.0,40590.0
2016-11-10,20150.0,28480.0
2016-11-11,34580.0,29040.0
2016-11-12,13000.0,25620.0
2016-11-13,17650.0,10490.0
2016-11-14,22890.0,17600.0
2016-11-15,53300.0,45540.0
2016-11-16,49390.0,24300.0
2016-11-17,47740.0,4780.0
2016-11-18,19380.0,22450.0
2016-11-19,69680.0,17380.0
2016-11-20,49900.0,13430.0
2016-11-21,20720.0,33610.0
2016-11-22,47110.0,17740.0
2016-11-23,26710.0,22530.0
2016-11-24,24200.0,12960.0
2016-11-25,34420.0,11660.0
2016-11-26,40250.0,28600.0
2016-11-27,19210.0,11470.0
2016-11-28,17930.0,21780.0
2016-11-29,19130.0,28420.0
2016-11-30,12400.0,13790.0
2016-12-01,1730.0,490.0
2016-12-02,4690.0,10430.0
2016-12-03,3630.0,13690.0
2016-12-04,1100.0,4100.0
2016-12-05,11290.0,6180.0
2016-12-06,10860.0,38780.0
2016-12-07,4480.0,23330.0
2016-12-08,16710.0,29690.0
2016-12-09,13150.0,26370.0
2016-12-10,13890.0,16680.0
2016-12-11,740.0,3280.0
2016-12-12,9290.0,7140.0
2016-12-13,5850.0,8090.0
2016-12-14,5820.0,9230.0
2016-12-15,8750.0,18240.0
2016-12-16,8780.0,3710.0
2016-12-17,9930.0,5620.0
2016-12-18,9210.0,5970.0
2016-12-19,18110.0,5060.0
2016-12-20,12000.0,6450.0
2016-12-21,5220.0,2850.0
2016-12-22,20700.0,14180.0
2016-12-23,26560.0,20990.0
2016-12-24,23940.0,17730.0
2016-12-25,13980.0,10420.0
2016-12-26,61030.0,17270.0
2016-12-27,22230.0,6290.0
2016-12-28,75520.0,30320.0
2016-12-29,42250.0,18700.0
2016-12-30,42510.0,33030.0
2016-12-31,3200.0,25610.0
2017-01-01,17465.0,10570.0
2017-01-02,51560.0,38860.0
2017-01-03,59310.0,22700.0
2017-01-04,42060.0,29750.0
2017-01-05,40870.0,44720.0
2017-01-06,18210.0,50960.0
2017-01-07,22750.0,43440.0
2017-01-08,20710.0,16670.0
2017-01-09,28010.0,52410.0
2017-01-10,18990.0,32350.0
2017-01-11,26480.0,31570.0
2017-01-12,20720.0,18320.0
2017-01-13,22730.0,21690.0
2017-01-14,49060.0,18640.0
2017-01-15,24690.0,38450.0
2017-01-16,53130.0,45390.0
2017-01-17,40430.0,35630.0
2017-01-18,25100.0,34900.0
2017-01-19,13580.0,35620.0
2017-01-20,35050.0,31370.0
2017-01-21,25770.0,27910.0
2017-01-22,6510.0,12380.0
2017-01-23,44940.0,33760.0
2017-01-24,39630.0,17490.0
2017-01-25,29710.0,13410.0
2017-01-26,44990.0,17500.0
2017-01-27,53010.0,20320.0
2017-01-28,15190.0,22580.0
2017-01-29,17950.0,11630.0
2017-01-30,29370.0,18360.0
2017-01-31,16910.0,14550.0
2017-02-01,24530.0,38960.0
2017-02-02,36470.0,35540.0
2017-02-03,11790.0,35410.0
2017-02-04,30280.0,44770.0
2017-02-05,9190.0,12860.0
2017-02-06,59670.0,35800.0
2017-02-07,30180.0,96110.0
2017-02-08,58600.0,76680.0
2017-02-09,24570.0,59300.0
2017-02-10,14840.0,34430.0
2017-02-11,19690.0,17130.0
2017-02-12,28550.0,21300.0
2017-02-13,50620.0,34850.0
2017-02-14,35246.666666666664,51780.0
2017-02-15,36020.0,45486.666666666664
2017-02-16,32456.666666666668,37786.666666666664
2017-02-17,17743.333333333332,30360.0
2017-02-18,21320.0,5030.0
2017-02-19,23250.0,12390.0
2017-02-20,50480.0,26500.0
2017-02-21,23460.0,22200.0
2017-02-22,24930.0,20820.0
2017-02-23,36330.0,18520.0
2017-02-24,26600.0,21240.0
2017-02-25,23763.333333333332,21330.0
2017-02-26,8780.0,9760.0
2017-02-27,79240.0,25180.0
2017-02-28,52100.0,37030.0
2017-03-01,36750.0,38720.0
2017-03-02,29120.0,34800.0
2017-03-03,22580.0,23500.0
2017-03-04,22000.0,51170.0
2017-03-05,15640.0,20060.0
2017-03-06,75400.0,57180.0
2017-03-07,27450.0,73290.0
2017-03-08,74690.0,74430.0
2017-03-09,35780.0,30960.0
2017-03-10,29040.0,42220.0
2017-03-11,28170.0,27880.0
2017-03-12,22270.0,21110.0
2017-03-13,52920.0,37490.0
2017-03-14,27710.0,21400.0
2017-03-15,50640.0,54770.0
2017-03-16,15580.0,52940.0
2017-03-17,13830.0,35100.0
2017-03-18,27560.0,51850.0
2017-03-19,18870.0,18610.0
2017-03-20,38290.0,30720.0
2017-03-21,36220.0,31210.0
2017-03-22,26420.0,12190.0
2017-03-23,26826.666666666668,36375.0
2017-03-24,23067.5,32187.5
2017-03-25,25910.0,43633.333333333336
2017-03-26,18926.666666666668,19926.666666666668
2017-03-27,40320.0,18560.0
2017-03-28,27710.0,24320.0
2017-03-29,37400.0,19200.0
2017-03-30,26826.666666666668,26800.0
2017-03-31,26820.0,27930.0
2017-04-01,13470.0,45850.0
2017-04-02,20550.0,19200.0
2017-04-03,43470.0,23460.0
2017-04-04,33550.0,31640.0
2017-04-05,39830.0,66540.0
2017-04-06,69710.0,62890.0
2017-04-07,29350.0,89180.0
2017-04-08,30440.0,78660.0
2017-04-09,13480.0,19690.0
2017-04-10,25480.0,63690.0
2017-04-11,47930.0,46170.0
2017-04-12,32240.0,52540.0
2017-04-13,11730.0,19820.0
2017-04-14,35360.0,30240.0
2017-04-15,28740.0,63360.0
2017-04-16,15990.0,16380.0
2017-04-17,40613.333333333336,34320.0
2017-04-18,29490.0,14920.0
2017-04-19,34770.0,32300.0
2017-04-20,67890.0,31630.0
2017-04-21,37930.0,23890.0
2017-04-22,30680.0,25280.0
2017-04-23,18985.0,9730.0
2017-04-24,52890.0,15810.0
2017-04-25,29000.0,23200.0
2017-04-26,48960.0,30720.0
2017-04-27,35800.0,38770.0
2017-04-28,30650.0,37220.0
2017-04-29,39180.0,22680.0
2017-04-30,25920.0,16600.0
2017-05-01,28930.0,22280.0
2017-05-02,61930.0,46260.0
2017-05-03,24370.0,21580.0
2017-05-04,37785.0,21890.0
2017-05-05,23743.333333333332,24846.666666666668
2017-05-06,21510.0,31730.0
2017-05-07,12660.0,14196.666666666666
2017-05-08,36272.5,39265.0
2017-05-09,48572.5,36647.5
2017-05-10,38057.5,1500.0
2017-05-11,37785.0,19463.333333333332
2017-05-12,26580.0,26520.0
2017-05-13,25190.0,29220.0
2017-05-14,10660.0,20950.0
2017-05-15,44470.0,85320.0
2017-05-16,48770.0,41750.0
2017-05-17,37060.0,6790.0
2017-05-18,44820.0,26430.0
2017-05-19,20530.0,38620.0
2017-05-20,17430.0,46130.0
2017-05-21,10000.0,8900.0
2017-05-22,45120.0,40250.0
2017-05-23,48150.0,38610.0
2017-05-24,41630.0,22520.0
2017-05-25,30750.0,10070.0
2017-05-26,24120.0,9400.0
2017-05-27,21910.0,19840.0
2017-05-28,17320.0,12740.0
2017-05-29,26570.0,9210.0
2017-05-30,35440.0,19970.0
2017-05-31,49170.0,40260.0
2017-06-01,27070.0,49440.0
2017-06-02,6800.0,32510.0
2017-06-03,32510.0,37130.0
2017-06-04,14090.0,25390.0
2017-06-05,61120.0,38930.0
2017-06-06,29600.0,46160.0
2017-06-07,72920.0,94090.0
2017-06-08,32580.0,54660.0
2017-06-09,37060.0,12660.0
2017-06-10,27730.0,50700.0
2017-06-11,18720.0,13920.0
2017-06-12,31780.0,40260.0
2017-06-13,32550.0,15510.0
2017-06-14,33320.0,22870.0
2017-06-15,48020.0,64270.0
2017-06-16,41630.0,23860.0
2017-06-17,31200.0,27550.0
2017-06-18,26870.0,14520.0
2017-06-19,42910.0,16440.0
2017-06-20,61280.0,29990.0
2017-06-21,40130.0,38100.0
2017-06-22,57920.0,58510.0
2017-06-23,34340.0,24312.5
2017-06-24,38600.0,16810.0
2017-06-25,12840.0,13030.0
2017-06-26,16230.0,7750.0
2017-06-27,9850.0,12890.0
2017-06-28,49890.0,23060.0
2017-06-29,57520.0,13670.0
2017-06-30,51870.0,28220.0
2017-07-01,11880.0,33830.0
2017-07-02,9550.0,19830.0
2017-07-03,42740.0,5510.0
2017-07-04,41670.0,25220.0
2017-07-05,51870.0,43340.0
2017-07-06,53030.0,63050.0
2017-07-07,38760.0,68970.0
2017-07-08,42960.0,70650.0
2017-07-09,19600.0,43390.0
2017-07-10,30560.0,33170.0
2017-07-11,44870.0,38530.0
2017-07-12,38460.0,24660.0
2017-07-13,54540.0,31900.0
2017-07-14,39790.0,31900.0
2017-07-15,30410.0,39110.0
2017-07-16,25580.0,22600.0
2017-07-17,87160.0,30860.0
2017-07-18,34110.0,18320.0
2017-07-19,49200.0,47290.0
2017-07-20,57060.0,31580.0
2017-07-21,19830.0,34120.0
2017-07-22,24120.0,36600.0
2017-07-23,18360.0,8760.0
2017-07-24,39460.0,37950.0
2017-07-25,49020.0,20300.0
2017-07-26,57270.0,26560.0
2017-07-27,63610.0,12940.0
2017-07-28,32793.333333333336,19450.0
2017-07-29,9150.0,42160.0
2017-07-30,15330.0,7170.0
2017-07-31,66250.0,43700.0
2017-08-01,31120.0,52420.0
2017-08-02,60030.0,18690.0
2017-08-03,37820.0,37730.0
2017-08-04,51590.0,46390.0
2017-08-05,39360.0,48470.0
2017-08-06,32730.0,45020.0
2017-08-07,47870.0,47550.0
2017-08-08,35580.0,92800.0
2017-08-09,30850.0,58100.0
2017-08-10,26240.0,41300.0
2017-08-11,61660.0,37750.0
2017-08-12,33240.0,28940.0
2017-08-13,26180.0,16990.0
2017-08-14,42100.0,25060.0
2017-08-15,65310.0,55290.0
2017-08-16,15610.0,30960.0
2017-08-17,43960.0,2480.0
2017-08-18,46440.0,42323.333333333336
2017-08-19,21090.0,31200.0
2017-08-20,14160.0,23360.0
2017-08-21,46170.0,29350.0
2017-08-22,42850.0,27120.0
2017-08-23,50310.0,12910.0
2017-08-24,71810.0,19010.0
2017-08-25,26070.0,42830.0
2017-08-26,45040.0,11970.0
2017-08-27,27660.0,28030.0
2017-08-28,56910.0,44540.0
2017-08-29,43715.0,57990.0
2017-08-30,29500.0,81120.0
2017-08-31,61590.0,41570.0
2017-09-01,32280.0,36800.0
2017-09-02,2840.0,10570.0
2017-09-03,11760.0,18270.0
2017-09-04,8860.0,14310.0
2017-09-05,94930.0,47890.0
2017-09-06,37440.0,44160.0
2017-09-07,47530.0,35730.0
2017-09-08,11610.0,13800.0
2017-09-09,29553.333333333332,26976.666666666668
2017-09-10,8890.0,11130.0
2017-09-11,65530.0,39840.0
2017-09-12,33070.0,28040.0
2017-09-13,35710.0,24510.0
2017-09-14,46540.0,22790.0
2017-09-15,67950.0,41920.0
2017-09-16,29553.333333333332,26976.666666666668
2017-09-17,24316.666666666668,14400.0
2017-09-18,51510.0,42010.0
2017-09-19,46580.0,30080.0
2017-09-20,39540.0,16470.0
2017-09-21,51590.0,18870.0
2017-09-22,47300.0,19210.0
2017-09-23,41130.0,27880.0
2017-09-24,52300.0,13800.0
2017-09-25,54460.0,21920.0
2017-09-26,52110.0,37430.0
2017-09-27,89900.0,25040.0
2017-09-28,20390.0,10780.0
2017-09-29,49920.0,21920.0
2017-09-30,44690.0,42480.0
2017-10-01,25570.0,11920.0
2017-10-02,67510.0,40510.0
2017-10-03,23490.0,29440.0
2017-10-04,49150.0,37990.0
2017-10-05,30260.0,105450.0
2017-10-06,39950.0,88230.0
2017-10-07,32550.0,69860.0
2017-10-08,25950.0,27720.0
2017-10-09,81000.0,77390.0
2017-10-10,11720.0,51850.0
2017-10-11,49150.0,29480.0
2017-10-12,44803.333333333336,7290.0
2017-10-13,26140.0,48430.0
2017-10-14,43730.0,36120.0
2017-10-15,18910.0,30320.0
2017-10-16,42190.0,51790.0
2017-10-17,11480.0,48940.0
2017-10-18,51190.0,36070.0
2017-10-19,56100.0,24000.0
2017-10-20,34140.0,40740.0
2017-10-21,11420.0,49610.0
2017-10-22,25090.0,19080.0
2017-10-23,65830.0,20830.0
2017-10-24,56000.0,18720.0
2017-10-25,47110.0,36000.0
2017-10-26,48050.0,22560.0
2017-10-27,28040.0,40320.0
2017-10-28,500.0,14080.0
2017-10-29,400.0,6840.0
2017-10-30,64132.5,17630.0
2017-10-31,370.0,25810.0
2017-11-01,13980.0,44220.0
2017-11-02,74330.0,43510.0
2017-11-03,46450.0,54500.0
2017-11-04,43280.0,3730.0
2017-11-05,7820.0,12810.0
2017-11-06,95430.0,68710.0
2017-11-07,27790.0,20153.333333333332
2017-11-08,38570.0,34026.666666666664
2017-11-09,4190.0,28230.0
2017-11-10,21120.0,3150.0
2017-11-11,43280.0,3730.0
2017-11-12,8335.0,9990.0
2017-11-13,78130.0,1840.0
2017-11-14,42640.0,2650.0
2017-11-15,38570.0,34026.666666666664
2017-11-16,32820.0,2760.0
2017-11-17,30930.0,1910.0
2017-11-18,43280.0,3730.0
2017-11-19,8850.0,7170.0
2017-11-20,20120.0,25130.0
2017-11-21,26790.0,29100.0
2017-11-22,53310.0,39350.0
2017-11-23,31410.0,27420.0
2017-11-24,13780.0,14860.0
2017-11-25,43280.0,3730.0
2017-11-26,8335.0,9990.0
2017-11-27,64560.0,31893.333333333332
2017-11-28,13940.0,28710.0
2017-11-29,48420.0,18510.0
2017-11-30,36000.0,57970.0
2017-12-01,9650.0,31050.0
2017-12-02,21040.0,50600.0
2017-12-03,16280.0,1200.0
2017-12-04,25220.0,30270.0
2017-12-05,30580.0,90790.0
2017-12-06,50600.0,63530.0
2017-12-07,35350.0,63490.0
2017-12-08,26870.0,65050.0
2017-12-09,33430.0,26840.0
2017-12-10,13520.0,18910.0
2017-12-11,22450.0,33970.0
2017-12-12,46060.0,15050.0
2017-12-13,48340.0,17270.0
2017-12-14,30330.0,10940.0
2017-12-15,48040.0,33700.0
2017-12-16,26380.0,36130.0
2017-12-17,19630.0,15660.0
2017-12-18,6150.0,32860.0
2017-12-19,15420.0,16470.0
2017-12-20,56930.0,17920.0
2017-12-21,32360.0,15600.0
2017-12-22,53500.0,34730.0
2017-12-23,35340.0,29870.0
2017-12-24,18220.0,9770.0
2017-12-25,69190.0,20450.0
2017-12-26,44150.0,28510.0
2017-12-27,36020.0,29660.0
2017-12-28,23770.0,36760.0
2017-12-29,39640.0,33570.0
2017-12-30,38250.0,43550.0
2017-12-31,7500.0,19370.0
2018-01-01,22430.0,26630.0
2018-01-02,48030.0,60140.0
2018-01-03,62370.0,32410.0
2018-01-04,46750.0,26390.0
2018-01-05,25870.0,87760.0
2018-01-06,50930.0,111700.0
2018-01-07,9690.0,31770.0
2018-01-08,59270.0,33700.0
2018-01-09,38380.0,37000.0
2018-01-10,57760.0,46310.0
2018-01-11,44740.0,49490.0
2018-01-12,16930.0,16270.0
2018-01-13,30370.0,19440.0
2018-01-14,11920.0,14090.0
2018-01-15,52980.0,53150.0
2018-01-16,71530.0,39240.0
2018-01-17,30080.0,29200.0
2018-01-18,44530.0,20710.0
2018-01-19,56410.0,39300.0
2018-01-20,11490.0,21950.0
2018-01-21,18740.0,7390.0
2018-01-22,32050.0,18810.0
2018-01-23,31410.0,27550.0
2018-01-24,51820.0,16780.0
2018-01-25,49360.0,20830.0
2018-01-26,29830.0,20340.0
2018-01-27,30640.0,28120.0
2018-01-28,20690.0,12350.0
2018-01-29,64680.0,27950.0
2018-01-30,46200.0,23850.0
2018-01-31,44140.0,24730.0
2018-02-01,46930.0,42810.0
2018-02-02,40140.0,48080.0
2018-02-03,20820.0,40360.0
2018-02-04,30140.0,19020.0
2018-02-05,69950.0,67190.0
2018-02-06,49150.0,95440.0
2018-02-07,41490.0,82660.0
2018-02-08,49150.0,43200.0
2018-02-09,20320.0,68810.0
2018-02-10,69450.0,51920.0
2018-02-11,8290.0,11000.0
2018-02-12,56920.0,40900.0
2018-02-13,41130.0,29010.0
2018-02-14,25720.0,18600.0
2018-02-15,47760.0,66750.0
2018-02-16,45040.0,63470.0
2018-02-17,19580.0,25750.0
2018-02-18,16536.666666666668,15010.0
2018-02-19,100.0,35580.0
2018-02-20,42093.333333333336,28030.0
2018-02-21,5510.0,19950.0
2018-02-22,25070.0,32410.0
2018-02-23,28080.0,57500.0
2018-02-24,17740.0,14300.0
2018-02-25,11180.0,15010.0
2018-02-26,56510.0,47890.0
2018-02-27,36000.0,9140.0
2018-02-28,43890.0,33180.0
2018-03-01,20920.0,40760.0
2018-03-02,43700.0,32410.0
2018-03-03,32570.0,53320.0
2018-03-04,10180.0,10320.0
2018-03-05,86640.0,66240.0
2018-03-06,72180.0,95380.0
2018-03-07,56570.0,100000.0
2018-03-08,40370.0,66330.0
2018-03-09,48960.0,56530.0
2018-03-10,18330.0,11110.0
2018-03-11,14800.0,24920.0
2018-03-12,75290.0,40180.0
2018-03-13,52530.0,33810.0
2018-03-14,50630.0,16090.0
2018-03-15,57920.0,63380.0
2018-03-16,41390.0,58380.0
2018-03-17,28580.0,34310.0
2018-03-18,6670.0,18480.0
2018-03-19,50330.0,41260.0
2018-03-20,57990.0,18610.0
2018-03-21,50130.0,19710.0
2018-03-22,55640.0,40050.0
2018-03-23,72610.0,40720.0
2018-03-24,34060.0,27320.0
2018-03-25,8900.0,1690.0
2018-03-26,64800.0,20170.0
2018-03-27,27930.0,17530.0
2018-03-28,37020.0,17250.0
2018-03-29,17790.0,26440.0
2018-03-30,29880.0,34070.0
2018-03-31,49580.0,61810.0
2018-04-01,13580.0,19930.0
2018-04-02,44220.0,50010.0
2018-04-03,57290.0,53910.0
2018-04-04,74240.0,28040.0
2018-04-05,29970.0,90750.0
2018-04-06,38020.0,63850.0
2018-04-07,26145.0,40855.0
2018-04-08,17660.0,29940.0
2018-04-09,62510.0,40010.0
2018-04-10,21940.0,36570.0
